,corps,cat
935,"['thank', 'and', 'voucher', 'your', 'order', 'feedback', 'travel', 'eur', 'go', 'saturday', 'reference', 'sbhtjz', 'name', 'sevin', 'salome', 'sevin', 'nominative', 'ticket', 'not', 'cede', 'another', 'traveller', 'available', 'mobile', 'app', 'print', 'home', 'directly', 'save', 'loyalty', 'card', 'bar', 'code', 'mobile', 'in', 'case', 'forget', 'withdraw', 'ticket', 'free', 'borne', 'service', 'aller', 'tgv', 'inoui', 'departure', 'eur', 'cost', 'day', 'departure', 'min', 'departure', 'ticket', 'redeemable', 'time', 'max', 'day', 'journey', 'non', 'refundable', 'exchange', 'travel', 'eur', 'go', 'tuesday', 'august', 'reference', 'pxh', 'name', 'sevin', 'salome', 'sevin', 'your', 'ticket', 'mobile', 'print', 'ticket', 'identification', 'piece', 'ask', 'access', 'board', 'the', 'ticket', 'printable', 'station', 'your', 'option', 'yesgo', 'eur', 'include', 'go', 'yesgo', 'passenger', 'hour', 'start', 'boarding', 'to', 'fee', 'add', 'possible', 'price', 'difference', 'old', 'new', 'ticket', 'ticket', 'print', 'telecharge', 'application', 'day', 'departure', 'train', 'presentation', 'proof', 'compulsory', 'identity', 'departure', 'if', 'aware', 'situation', 'pose', 'risk', 'safety', 'traveller', 'call', 'send', 'text', 'message', 'use', 'app', 'this', 'device', 'operational', 'france', 'speak', 'operator', 'tel', 'free', 'call', 'credit', 'card', 'cb', 'ndeg', 'debit', 'secure', 'distance', 'sale', 'use', 'debit', 'transaction', 'ndeg', 'eur', 'sncf', 'mobile', 'france', 'perform', 'july', 'authorization', 'ndeg', 'total', 'order', 'eur', 'have', 'sncf', 'ticket', 'moment', 'we', 'advise', 'print', 'page', 'order', 'keep', 'different', 'reference', 'order', 'this', 'email', 'not', 'replace', 'transport', 'ticket', 'please', 'reply', 'directly', 'confirmation', 'email', 'message', 'would', 'process', 'for']",Commandes/Tickets
936,"['you', 'new', 'message', 'customer', 'area', 'view', 'online', 'version', 'hello', 'the', 'beneficiary', 'urbana', 'compraventa', 'de', 'bienes', 'inmueble', 'sl', 'add', 'order', 'realize', 'external', 'transfer', 'the', 'rib', 'associate', 'please', 'log', 'account', 'delete', 'beneficiary', 'list', 'check', 'late', 'operation', 'if', ',', 'please', 'contact', 'advisor', 'quickly', 'thank', 'trust', 'bnp', 'paribas', 'banque', 'privee', 'you', 'would', 'like', 'contact', 'we', 'use', 'secure', 'enter', 'personal', 'code', 'bnp', 'paribas', 'client', 'area', 'the', 'email', 'address', 'bnp', 'paribas', 'never', 'include', 'direct', 'link', 'page', 'ask', 'enter', 'identifier', 'secret', 'code', 'daccesse', 'bnp', 'paribas', 'client', 'area', 'never', 'ask', 'phone', 'password', 'id', 'credit', 'card', 'secret', 'code', 'in', 'case', 'doubt', 'contact', 'we', 'free', 'service', 'call', 'price', 'weekday', 'saturday', 'chat', 'website', 'connection', 'cost', 'accord']",Economie
937,"['nouveau', 'message', 'attend', 'votre', 'reponse', 'android', 'developer', 'chez', 'cheerz', 'vous', 'recevez', 'des', 'mail', 'concernant', 'resume', 'des', 'message', 'linkedin', 'ireland', 'unlimited', 'company', 'wilton', 'plaza', 'wilton', 'place', 'dublin', 'linkedin', 'est', 'le', 'nom', 'commercial', 'depose', 'de', 'linkedin', 'ireland', 'unlimited', 'company', 'linkedin', 'et', 'le', 'logo', 'de', 'linkedin', 'sont', 'des', 'marque', 'deposee', 'de', 'linkedin']",Réseaux sociaux
938,"['you', 'new', 'message', 'request', 'partnership', 'charge', 'cheerz', 'you', 'receive', 'mail', 'message', 'linkedin', 'ireland', 'unlimited', 'company', 'wilton', 'plaza', 'wilton', 'place', 'dublin', 'linkedin', 'business', 'name', 'linkedin', 'ireland', 'unlimited', 'company', 'linkedin', 'linkedin', 'logo']",Réseaux sociaux
939,"['you', 'new', 'message', 'customer', 'area', 'view', 'online', 'version', 'hello', 'the', 'beneficiary', 'shmadrid', 'sl', 'add', 'order', 'make', 'external', 'transfer', 'the', 'rib', 'associate', '*', '*', 'if', 'sign', 'account', 'delete', 'beneficiary', 'list', 'check', 'late', 'operation', 'if', ',', 'please', 'contact', 'advisor', 'quickly', 'thank', 'trust', 'bnp', 'paribas', 'banque', 'privee', 'you', 'would', 'like', 'contact', 'we', 'use', 'secure', 'only', 'bnp', 'paribas', 'client', 'area', 'the', 'email', 'address', 'bnp', 'paribas', 'never', 'include', 'direct', 'link', 'page', 'ask', 'enter', 'identifier', 'secret', 'code', 'access', 'bnp', 'paribas', 'client', 'area', 'never', 'ask', 'chat', 'email', 'phone', 'word', 'if', ',', 'please', 'contact', 'we', 'free', 'service', 'call', 'price', 'weekday', 'saturday', 'chat', 'website', 'connection', 'cost', 'accord', 'bnp', 'paribas', 'sa', 'operator']",Economie
940,"['new', 'message', 'wait', 'answer', 'partnership', 'charge', 'cheerz', 'you', 'receive', 'mail', 'message', 'summary', 'linkedin', 'ireland', 'unlimited', 'company', 'wilton', 'plaza', 'wilton', 'place', 'dublin', 'linkedin', 'business', 'name', 'linkedin', 'ireland', 'unlimited', 'company', 'linkedin', 'logo']",Réseaux sociaux
941,"['new', 'message', 'wait', 'answer', 'head', 'advertising', 'self', 'media', 'you', 'receive', 'mail', 'summary', 'message', 'linkedin', 'ireland', 'unlimited', 'company', 'wilton', 'plaza', 'wilton', 'place', 'dublin', 'linkedin', 'business', 'name', 'linkedin', 'ireland', 'unlimited']",Réseaux sociaux
942,"['download', 'kiehls', 'card', 'discover', 'magic', 'the', 'dermatologist', 'solutionstm', 'essential', 'kit', 'offer', 'purchase', 'eur', 'install', 'pass', 'take', 'advantage', 'offer', 'offer', 'valid', 'include', 'the', 'product', 'offer', 'neither', 'interchangeable', 'refundable', 'free', 'delivery', 'friend', 'family', 'member', 'fidelite', 'program', 'without', 'minimum', 'purchase', 'offer', 'member', '.', 'eur', 'member', 'you', 'receive', 'email', 'register', 'kiehls', 'brand', 'mail', 'list', 'email', 'address', 'salomesevin@gmailcom', 'to', 'learn', 'processing', 'personal', 'datum', 'online', 'payment', 'secure']",Account & Password
943,"['this', 'mail', 'boarding', 'pass', 'you', 'forget', 'something', 'we', 'remind', 'travel', 'small', 'bag', 'cabin', 'if', 'present', 'second', 'bag', 'bag', 'exceed', 'dimension', 'allow', 'max', 'xx', 'cm', 'eur', 'extra', 'hand', 'luggage', 'policy', 'booking', 'code', 'bbuhms', 'tuesday', 'july', 'barcelona', 'paris', 'orly', 'bcn', 'ory', 'vy', 'your', 'rate', 'include', 'passenger', 'go', 'salome', 'sevin', 'payment', 'method', 'ext', 'apple', 'pay', 'card', '.', 'kg', 'eur', 'adult', 'eur', 'total', 'eur', 'important', 'information', 'flight', 'boarding', 'start', 'minute', 'departure', 'know', 'minute', 'if', 'flight', 'operate', 'another', ',', 'in', 'boarding', 'time', 'may', '.', 'reduce', 'mobility', 'forget', 'tell', 'we', 'reservation', 'must', 'contact', 'customer', 'service', 'least', 'hour', 'schedule', 'departure', 'flight', 'this', 'procedure', 'mandatory', 'guarantee', 'availability', 'assistance', 'staff', 'legal', 'mention']",Commandes/Tickets
944,"['new', 'message', 'wait', 'answer', 'ceo', 'gold', 'influence', 'gold', 'concierge', 'outsider', 'france', 'you', 'receive', 'mail', 'regard', 'message', 'linkedin', 'ireland', 'unlimited', 'company', 'wilton', 'plaza', 'wilton', 'place', 'dublin', 'linkedin', 'business', 'name', 'linkedin', 'ireland', 'unlimited', 'company']",Réseaux sociaux
945,"['english', 'version', 'cher', 'etudiant', 'vous', 'allez', 'etre', 'present', 'au', 'jury', 'de', 'diplomation', 'qui', 'se', 'tiendra', 'le', 'septembre', 'ce', 'titre', 'je', 'vous', 'rappelle', 'que', 'le', 'diplome', 'est', 'accorde', 'aux', 'etudiant', 'ayant', 'valide', 'les', 'obligation', 'suivantes', 'ect', 'valide', 'not', 'le', 'memoire', 'de', 'recherche', 'appliquee', 'programme', 'linguistique', 'activite', 'sportive', 'ou', 'de', 'developpement', 'personnel', 'en', 'annee', 'et', 'annee', 'deux', 'experience', 'internationale', 'ou', 'une', 'dans', 'le', 'cas', 'mentionne', 'en', 'les', 'periode', 'de', 'stage', 'tell', 'que', 'definie', 'en', 'les', 'etudiant', 'nayant', 'pas', 'rempli', 'lensemble', 'des', 'obligation', 'peuvent', 'lorsquun', 'contexte', 'specifique', 'lie', 'leur', 'situation', 'personnelle', 'et', 'la', 'qualite', 'de', 'leur', 'dossier', 'le', 'justifient', 'par', 'ailleurs', 'proceder', 'une', 'demande', 'doctroi', 'du', 'diplome', 'par', 'indulgence', 'la', 'demarche', 'doit', 'etre', 'realisee', 'de', 'facon', 'proactive', 'par', 'letudiant', 'en', 'situation', 'de', 'demande', 'dindulgence', 'aupre', 'de', 'la', 'direction', 'du', 'programme', 'qui', 'presente', 'la', 'demande', 'et', 'sa', 'justification', 'lor', 'du', 'jury', 'dattribution', 'de', 'diplome', 'les', 'lettre', 'de', 'demande', 'dindulgence', 'sont', 'acceptee', 'jusquau', 'septembre', 'inclus', 'il', 'nest', 'pas', 'possible', 'de', 'pretendre', 'loctroi', 'du', 'diplome', 'par', 'indulgence', 'si', 'une', 'ou', 'plusieurs', 'des', 'condition', 'suivantes', 'sont', 'reunie', 'moins', 'de', 'ect', 'valide', 'sur', 'lensemble', 'du', 'parcour', 'memoire', 'de', 'recherche', 'appliquee', 'non', 'valide', 'periode', 'en', 'entreprise', 'non', 'integralement', 'validee', 'experience', 'internationale', 'non', 'integralement', 'validee', 'en', 'cas', 'dobtention', 'du', 'diplome', 'par', 'indulgence', 'linformation', 'est', 'visible', 'sur', 'le', 'supplement', 'au', 'diplome', 'qui', 'est', 'un', 'document', 'officiel', 'de', 'norme', 'europeenne', 'joint', 'au', 'diplome', 'afin', 'de', 'detailler', 'les', 'realisation', 'de', 'letudiant', 'dans', 'le', 'cadre', 'du', 'programme', 'et', 'de', 'faciliter', 'la', 'reconnaissance', 'academique', 'et', 'professionnelle', 'internationale', 'des', 'qualification', 'que', 'confere', 'le', 'diplome', 'je', 'reste', 'votre', 'disposition', 'pour', 'tout', 'renseignement', 'complementaire', 'bien', 'vous', 'dear', 'student', 'you', 'go', 'present', 'diploma', 'jury', 'hold', 'september', 'as', 'remind', 'diploma', 'grant', 'student', 'validate', 'follow', 'obligation', 'ect', 'validate', 'include', 'apply', 'research', 'thesis', 'language', 'program', 'sport', 'personal', 'development', 'activity', 'year', 'year', 'two', 'international', 'experience', 'one', 'case', 'mention', 'internship', 'period', 'define', 'student', 'fulfil', 'requirement', 'may', 'justify', 'specific', 'context', 'link', 'personal', 'situation', 'quality', 'file', 'apply', 'grant', 'diploma', 'way', 'indulgence', 'the', 'student', 'must', 'proactive', 'request', 'indulgence', 'program', 'director', 'present', 'request', 'justification', 'jury', 'award', 'degree', 'letter', 'request', 'indulgence', 'accept', 'september', 'it', 'possible', 'claim', 'grant', 'diploma', 'indulgence', 'less', 'ect', 'validate', 'entire', 'course', 'apply', 'research', 'dissertation', 'validate', 'period', 'company', 'fully', 'validate', 'international', 'experience', 'fully', 'validate', 'in', 'case', 'indulgence', 'information', 'visible', 'diploma', 'supplement', 'official', 'european', 'standard', 'document', 'attach', 'diploma', 'order', 'detail', 'student', 'achievement', 'program', 'facilitate', 'international', 'academic', 'professional', 'recognition', 'qualification', 'confer', 'diploma', 'remain', 'disposal', 'information', 'good', 'regard', 'lea', 'desplanches', 'coordinatrice', 'de', 'programme', 'bba', 'bba', 'program', 'coordinator', 'lea', 'desplanches', 'coordinatrice', 'de', 'programme', 'bba', 'bba', 'program', 'coordinator', 'ce', 'message', 'electronique', 'et', 'tous', 'les', 'fichier', 'attach', 'quil', 'contient', 'sont', 'confidentiel', 'et', 'destine', 'exclusivement', 'lusage', 'de', 'la', 'personne', 'laquelle', 'il', 'sont', 'adresse', 'si', 'vous', 'avez', 'recu', 'ce', 'message', 'par', 'erreur', 'merci', 'de', 'le', 'retourner', 'son', 'emetteur', 'les', 'idee', 'et', 'opinion', 'presentee', 'dans', 'ce', 'message', 'sont', 'celle', 'de', 'son', 'auteur', 'et', 'ne', 'representent', 'pas', 'necessairement', 'celle', 'de', 'linstitution', 'ou', 'les', 'entite', 'affiliee', 'not', 'depend', 'lauteur', 'la', 'publication', 'lusage', 'la', 'distribution', 'limpression', 'ou', 'la', 'copie', 'non', 'autorisee', 'de', 'ce', 'message', 'et', 'des', 'attachement', 'quil', 'contient', 'sont', 'strictement', 'interdit', '>', 'this', 'email', 'file', 'transmit', 'confidential', 'intend', 'solely', 'use', 'individual', 'entity', 'address', 'if', 'receive', 'email', 'error', 'please', 'return', 'sender', 'the', 'idea', 'view', 'express', 'email', 'solely', 'author', 'necessarily', 'represent', 'view', 'institution', 'company', 'author', 'dependent', 'unauthorized', 'publication', 'use', 'distribution', 'print', 'copying', 'mail', 'attach', 'file', 'strictly', 'forbid']",Université
946,"['s', 'zaza', 'seba', '#', 'want', 'friend', 'discord', 'enable', 'notification', 'download', 'discord', 'phone', 'enable', 'push', 'notification', 'not', 'miss', 'new', 'message', 'friend', 'request', 'get', 'app', 'de', 'haro', 'street', 'suite', 'san', 'francisco', 'ca']",Réseaux sociaux
947,"['new', 'message', 'wait', 'answer', 'ceo', 'gold', 'influence', 'gold', 'concierge', 'outsider', 'france', 'you', 'receive', 'mail', 'regard', 'message', 'linkedin', 'ireland', 'unlimited', 'company', 'wilton', 'plaza', 'wilton', 'place', 'dublin', 'linkedin', 'business', 'name', 'linkedin', 'ireland', 'unlimited', 'company']",Réseaux sociaux
948,"['dear', 'student', 'you', 'register', 'business', 'game', 'retake', 'start', 'september', 'however', 'christine', 'degot', 'inform', 'many', 'candidate', 'confirm', 'presence', 'exam', 'remind', 'business', 'game', 'worth', 'ect', 'necessary', 'obtain', 'diploma', 'count', 'contact', 'mrs', 'degot', 'already', 'do', 'good', 'regard', 'lea', 'desplanches', 'coordinatrice', 'de', 'programme', 'bba', 'bba', 'program', 'coordinator', 'de', 'degot', 'christine', 'envoye', 'jeudi', 'aout', 'degot', 'christine', 'cc', 'desplanches', 'lea', 'giusti', 'romain', 'beranger', 'diana', 'objet', 'retake', 'business', 'game', 'bba', 'importance', 'haute', 'dear', 'student', 'as', 'already', 'know', 'unfortunately', 'absent', 'business', 'game', 'fail', 'you', 'give', 'opportunity', 'retake', 'business', 'game', 'begin', 'september', 'the', 'business', 'game', 'online', 'one', 'decision', 'day', 'september', 'nd', 'september', 'th', 'week', 'end', 'include', 'team', 'student', 'there', 'universe', 'team', 'student', 'you', 'enter', 'decision', 'midnight', 'every', 'day', 'you', 'organize', 'work', 'want', 'team', 'share', 'analysis', 'situation', 'result', 'decision', 'make', 'together', 'long', 'meet', 'deadline', 'decision', 'deliverable', 'you', 'need', 'invest', 'hour', 'per', 'day', 'weekday', 'bit', 'we', 'if', 'overseas', 'please', 'tell', 'return', 'adjust', 'timing', 'accordingly', 'remind', 'business', 'game', 'worth', 'ect', 'require', 'graduation', 'the', 'grade', 'issue', 'time', 'diplomation', 'jury', 'take', 'place', 'end', 'september', 'grade', 'cap', 'valid', 'reason', 'absence', 'please', 'confirm', 'present', 'absent', 'organize', 'session', 'if', 'plan', 'retake', 'grade', 'retake', 'exam', 'strongly', 'encourage', 'prepare', 'indulgence', 'letter', 'jury', 'if', 'already', 'do', 'please', 'inform', 'absence', 'junejuly', 'business', 'game', 'justify', 'avoid', 'grade', 'cap', 'you', 'receive', 'powerpoint', 'presentation', 'requirement', 'game', 'team', 'member', 'access', 'code', 'cesim', 'platform', 'available', 'whatsapp', 'question', 'game', 'retake', 'coach', 'game', 'strongly', 'encourage', 'read', 'document', 'game', 'former', 'brightspace', 'group', 'abg', 'xx', 'cbg', 'xx', 'kind', 'regard', 'christine', 'degot', 'action', 'learn', 'mentor', 'global', 'bba', 'paris', 'campus', 'instructeur', 'programme', 'global', 'bba', 'campus', 'de', 'paris', 'ce', 'message', 'electronique', 'et', 'tous', 'les', 'fichier', 'attach', 'quil', 'contient', 'sont', 'confidentiel', 'et', 'destine', 'exclusivement', 'lusage', 'de', 'la', 'personne', 'laquelle', 'il', 'sont', 'adresse', 'si', 'vous', 'avez', 'recu', 'ce', 'message', 'par', 'erreur', 'merci', 'de', 'le', 'retourner', 'son', 'emetteur', 'les', 'idee', 'et', 'opinion', 'presentee', 'dans', 'ce', 'message', 'sont', 'celle', 'de', 'son', 'auteur', 'et', 'ne', 'representent', 'pas', 'necessairement', 'celle', 'de', 'linstitution', 'ou', 'les', 'entite', 'affiliee', 'not', 'depend', 'lauteur', 'la', 'publication', 'lusage', 'la', 'distribution', 'limpression', 'ou', 'la', 'copie', 'non', 'autorisee', 'de', 'ce', 'message', 'et', 'des', 'attachement', 'quil', 'contient', 'sont', 'strictement', 'interdit', '>', 'this', 'email', 'file', 'transmit', 'confidential', 'intend', 'solely', 'use', 'individual', 'entity', 'address', 'if', 'receive', 'email', 'error', 'please', 'return', 'sender', 'the', 'idea', 'view', 'express', 'email', 'solely', 'author', 'necessarily', 'represent', 'view', 'institution', 'company', 'author', 'dependent', 'unauthorized', 'publication', 'use', 'distribution', 'print', 'copying', 'mail', 'attach', 'file', 'strictly', 'forbid']",Université
949,"['salome', 'suite', 'discussion', 'confirm', 'extent', 'ect', 'diplomable', 'present', 'invite', 'even', 'strongly', 'pass', 'catch', 'business', 'game', 'zero', 'if', 'choose', ',', 'please', 'inform', 'ms', 'degot', 'organization', 'catchup', 'complex', 'good', 'day', 'lea', 'desplanches', 'program', 'coordinator', 'bba', 'bba', 'program', 'coordinator', 'this', 'electronic', 'message', 'the', 'idea', 'opinion', 'present', 'message', 'author', 'necessarily', 'represent', '.', 'affiliate', 'entity', 'author', 'depend', 'publication', 'list', 'distribution', 'message', 'unauthorized', 'copying', 'attachment', 'message', 'contain', 'therein', 'strictly', 'prohibit', '>', 'this', 'email', 'file', 'transmit', 'confidential', 'entity', 'address', 'if', 'receive', 'email', 'error', 'please', 'return', 'gender', 'the', 'idea', 'view', 'express', 'email', 'much', 'author', 'necessarily', 'represent', 'view', 'institution', 'company']",Université
950,"['good', 'evening', 'salome', 'on', 'transcript', 'note', 'bg', 'catch', 'note', 'decide', 'pass', 'regard', 'christine', 'degot', 'action', 'learn', 'mentor', 'global', 'bba', 'paris', 'campus', 'degot@em', 'ly', 'cc', 'degot', 'christine', 'subject', 'catch', 'business', 'game', 'hello', 'ms', 'desplanche', 'thank', 'activite', 'question', 'however', 'would', 'note', 'one', 'get', 'this', 'seem', 'evening', 'de', 'desplanche', 'lea', 'send', 'thursday', 'september', 'am', 'sevin', 'salome', 'salomesevin@gmailcom', 'cc', 'degot', 'christine', 'catch', 'object', 'business', 'game', 'salome', 'suite', 'strongly', 'pass', 'catch', 'business', 'game', 'zero', 'transcript', 'especially', 'validate', 'important', 'skill', 'matter', 'if', 'however', 'choose', 'participate', 'thank', 'warn', 'mrs', 'degot', 'well', 'organization', 'good', 'day', 'lea', 'desplanches', 'program', 'coordinator', 'bba', 'bba', 'program', 'coordinator', 'this', 'electronic', 'message', 'attachment', 'file', 'contain', 'confidential', 'intend', 'exclusively', 'use', 'person', 'address', 'if', 'receive', 'message', 'the', 'idea', 'opinion', 'present', 'message', 'author', 'necessarily', 'represent', 'institution', 'affiliate', 'entity', 'author', 'depend', 'the', 'publication', 'use', 'distribution', 'lprint', 'unauthorized', 'copy', 'message', 'attachment', 'strictly', 'prohibit', '>', 'this', 'email', 'file', 'transmit', 'confidential', 'intend', 'solely', 'use', 'individual', 'entity', 'address', 'if', 'receive', 'email', 'error', 'please', 'return', 'sender', 'the', 'idea', 'email', 'solemnly', 'authority', 'necessarily', 'represent', 'view', 'institution', 'company', 'author', 'dependent', 'unauthorized', 'publication', 'use', 'distribution', 'print', 'copying', 'mail', 'attach', 'file', 'strictly', 'forbid']",Université
951,"['hello', 'salome', 'you', 'yet', 'connect', 'business', 'game', 'retake', 'may', 'bear', 'see', 'email', 'understand', 'decide', 'seize', 'opportunity', 'in', 'case', 'already', 'explain', 'transcript', 'please', 'contact', 'quickly', 'tell', 'be', 'go', 'if', 'sign', 'tonight', 'participate', 'comrade', 'development', 'strategy', 'note', 'dashboard', 'will', 'tonight', 'you', 'call', 'personal', 'mobile', 'well', 'christine', 'degot', 'action', 'learn', 'mentor', 'global', 'bba', 'paris', 'campus', 'instructor', 'program', 'global', 'bba', 'campus', 'paris', 'this', 'electronic', 'message', 'attachment', 'file', 'contain', 'therein', 'confidential', 'intend', 'address', 'if', 'receive', 'message', ',', 'thank', 'return', 'issuer', 'the', 'idea', 'opinion', 'present', 'message', 'author', 'necessarily', 'represent', 'institution', 'affiliate', 'entity', 'lisitation', 'distribution', 'unauthorized', 'copying', 'message', 'attachment', 'contain', 'therein', 'strictly', 'prohibit', '>', 'this', 'email', 'file', 'transmit', 'confidential', 'intend', 'solely', 'use', 'individual', 'entity', 'address', 'receive', 'email', 'error', 'please', 'return', 'gender', 'the', 'idea', 'view', 'express', 'email', 'solemnly', 'author', 'necessarily', 'represent', 'view', 'institution', 'company', 'author', 'dependent', 'unauthorized', 'publication', 'use']",Université
952,"['letablissement', 'oskar', 'hotel', 'vous', 'envoye', 'un', 'message', 'dear', 'salome', 'sevin', 'we', 'glad', 'welcome', 'time', 'of', 'arrival', 'to', 'well', 'prepare', 'stay', 'could', 'send', 'we', 'time', 'arrival', 'reception', 'hour', 'monday', 'friday', 'pm', 'pm', 'pm', 'saturday', 'sunday', 'pm', 'pm', 'pm', 'check', 'monday', 'friday', 'pm', 'pm', 'check', 'saturday', 'sunday', 'pm', 'pm', 'check', 'before', 'late', 'check', 'in', 'if', 'want', 'register', 'monday', 'friday', 'pm', 'saturday', 'sunday', 'pm', 'please', 'let', 'we', 'know', 'send', 'procedure', 'get', 'room', 'card', 'breakfast', 'eur', 'per', 'person', 'tuesday', 'saturday', 'monday', 'sunday', 'payment', 'by', 'credit', 'card', 'only', 'it', 'require', 'show', 'credit', 'card', 'use', 'book', 'hotelscom', 'check', 'we', 'look', 'forward', 'welcome', 'oskar', 'hotel', 'sincerely', 'the', 'reception', 'welcome@oskarhotelfr', 'avenue', 'de', 'la', 'gare', 'annemasse', 'vous', 'recevez', 'ce', 'message', 'de', 'lhotel', 'dans', 'le', 'cadre', 'de', 'votre', 'reservation', 'en', 'cour', 'sur', 'hotelscom']",Logement
953,"['the', 'oskar', 'hotel', 'send', 'message', 'dearchere', 'salome', 'sevin', 'we', 'delight', 'welcome', 'darriive', 'time', 'to', 'prepare', 'stay', 'good', ',', 'could', 'communicate', 'time', 'saturday', 'sunday', 'check', 'monday', 'friday', 'check', 'saturday', 'sunday', 'check', 'before', 'check', 'in', 'tardif', 'if', 'want', 'check', 'monday', 'friday', 'saturday', 'after', 'thank', 'notify', 'we', 'send', 'procedure', 'collect', 'room', 'card', 'small', 'dejeuner', 'eurperson', 'tuesday', 'saturday', 'monday', 'sunday', 'payment', 'card', 'credit', 'only', 'we', 'ask', 'credit', 'card', 'use', 'register', 'reservation', 'via', 'hotelscom', 'look', 'forward', 'welcome', 'hotel', 'oskar', 'regard', 'la', 'reception', 'welcome@oskarhotelfr', 'avenue', 'de', 'la', 'gare', 'annemasse', 'you', 'receive', 'message']",Logement
954,"['confirmation', 'registration', 'hello', 'salome', 'we', 'confirm', 'registration', 'dunk', 'low', 'medium', 'olive', 'size', 'eu', 'take', 'account', 'the', 'draw', 'end', 'wednesday', 'september', 'cest', 'we', 'inform', 'e-', 'sms', 'select', 'buy', 'pair', 'good', 'luck', 'lequipe', 'run', 'free', 'delivery', 'return', 'store', 'day', 'change', 'mind', 'customer', 'service', 'secure', 'payment', 'secure', 'follow', 'we', 'current', 'france', 'sas', 'capital', 'robert', 'schuman', 'grenoble', 'tel', 'ndeg', 'non', 'surtaxe', 'cout', ""d'un"", 'calle', 'locale', 'la', 'tarif', 'de', 'votre', 'operateur', 'conformement', 'la', 'loi', 'informatique', 'et', 'liberte', 'et', 'la', 'rég']",Account & Password
955,"['confirmation', 'registration', 'hello', 'salome', 'we', 'confirm', 'registration', 'yeezy', 'slide', 'bone', 'size', 'eu', 'take', 'account', 'the', 'draw', 'end', 'monday', 'september', 'cest', 'we', 'inform', 'e-', 'sms', 'select', 'buy', 'pair', 'good', 'luck', 'lequipe', 'run', 'free', 'delivery', 'return', 'store', 'day', 'change', 'mind', 'customer', 'service', 'secure', 'payment', 'secure', 'follow', 'we', 'current', 'france', 'sas', 'capital', 'schuman', 'grenoble', 'tel', 'ndeg', 'non', 'surtaxe', 'cout', ""d'un"", 'calle', 'locale', 'la', 'tarif', 'de', 'votre', 'operateur', 'conformement', 'la', 'loi', 'informatique', 'et', 'liberte', 'et', 'la', 'régulation']",Account & Password
956,"['confirmation', 'registration', 'hello', 'salome', 'we', 'confirm', 'registration', 'yeezy', 'slide', 'resin', 'size', 'eu', 'take', 'account', 'the', 'draw', 'end', 'monday', 'september', 'cest', 'we', 'inform', 'e-', 'sms', 'select', 'buy', 'pair', 'good', 'luck', 'lequipe', 'run', 'free', 'delivery', 'return', 'store', 'day', 'change', 'mind', 'customer', 'service', 'secure', 'payment', 'secure', 'follow', 'we', 'current', 'france', 'sas', 'capital', 'schuman', 'grenoble', 'tel', 'ndeg', 'non', 'surtaxe', 'cout', ""d'un"", 'calle', 'locale', 'la', 'tarif', 'de', 'votre', 'operateur', 'conformement', 'la', 'loi', 'informatique', 'et', 'liberte', 'et', 'la', 'régulation']",Account & Password
957,"['nouveau', 'message', 'attend', 'votre', 'reponse', 'co', 'founder', 'chez', 'little', 'spark', 'vous', 'recevez', 'des', 'mail', 'concernant', 'resume', 'des', 'message', 'linkedin', 'ireland', 'unlimited', 'company', 'wilton', 'plaza', 'wilton', 'place', 'dublin', 'linkedin', 'est', 'le', 'nom', 'commercial', 'depose', 'de', 'linkedin', 'ireland', 'unlimited', 'company', 'linkedin', 'et', 'le', 'logo', 'de', 'linkedin', 'sont', 'des', 'marque', 'deposee', 'de', 'linkedin']",Réseaux sociaux
958,"['hello', 'dearie', 'below', 'gerep', 'email', 'right', 'could', 'provide', 'soon', 'possible', 'necessary', 'as', 'regard', 'lunch', 'next', 'week', 'want', 'except', 'friday', 'taime', 'nicolas', 'sevin', 'business', 'manager', 'production', 'reply@gerepfr', 'send', 'friday', 'september', 'to', 'nicolas', 'sevin', 'important', 'subject', 'schooling', 'rationale', 'pende', 'important', 'schooling', 'rationale', 'pende', 'iris', 'espace', 'gerep', 'reminder', 'ndeg', 'assure', 'dear', 'mr', 'sevin', 'in', 'order', 'day', 'folder', 'to', 'connect', 'assure', 'iris', 'servicesgerepfr', 'space', 'transmit', 'document', 'click', 'notification', 'well', 'cordially', 'lequipe', 'gerep', 'useful', 'link', 'contact', 'we', 'this', 'email', 'send', 'automatically', 'please']",Perso
959,"['new', 'message', 'wait', 'answer', 'campaign', 'manager', 'you', 'receive', 'mail', 'message', 'summary', 'linkedin', 'ireland', 'unlimited', 'company', 'wilton', 'plaza', 'wilton', 'place', 'dublin', 'linkedin', 'trade', 'name', 'linkedin', 'ireland', 'unlimited', 'company', 'linkedin', 'logo', 'linkedin', 'trademark']",Réseaux sociaux
960,"['check', 'detail', 'race', 'plan', 'come', 'your', 'race', 'reserve', 'see', 'detail', 'race', 'plan', 'come', 'make', 'change', 'detail', 'race', 'uber', 'sunday', 'seven', 'pm', 'pm', 'pm', 'pm', 'rue', 'des', 'gravier', 'real', 'communicate', 'take', 'only', 'unused', 'promotion', 'apply', 'price', 'race', 'plan', 'reservation', 'accept', 'uber', 'bv', 'driver', 'mr', 'treublaan', 'dp', 'amsterdam']",Commandes/Tickets
